Year,Community_Name,City,LACity,SPA,SD,DemogSurvCt,YouthSurvCt,SheltHmisCt,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totMakeshift,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMakeshiftPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMakeshiftHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMakeshiftPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMakeshiftPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
2018,San Pasqual,San Pasqual,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,San Pedro,Los Angeles,1,8,4,61,7,306,156,0,0,24,54,32,10,13,39,88,59,15,22,1,2,1,0,0,4,4,5,1,0,34,84,54,15,21,3,13,52,0,1,3,0,0,19,58,0,1,2,0,0,0,0,0,0,0,0,378,58,60,0,118,496
2018,Santa Clarita,Santa Clarita,0,2,5,0,0,73,25,0,0,16,8,15,3,3,26,13,27,5,5,1,0,1,0,0,3,1,2,0,0,23,12,25,4,5,45,0,0,6,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,101,51,9,0,60,161
2018,Santa Fe Springs,Santa Fe Springs,0,7,4,27,4,0,26,0,0,9,4,35,0,47,15,7,64,0,79,1,0,1,0,1,2,0,5,0,2,13,6,59,0,77,3,17,66,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,72,0,0,72,262
2018,Santa Monica,Santa Monica,0,5,3,195,59,111,547,0,0,40,41,13,4,6,65,67,24,6,10,2,1,1,0,0,7,3,2,0,0,57,64,22,6,10,15,10,28,1,1,2,0,54,19,58,0,1,3,0,25,0,0,1,0,0,0,718,46,115,26,187,905
2018,Santa Susana Mountains,Santa Susana Mountains,0,2,5,0,0,0,2,0,0,2,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
2018,Sherman Oaks,Los Angeles,1,2,3,12,0,0,23,0,0,5,2,17,4,3,8,3,31,6,5,0,0,1,0,0,1,0,2,0,0,7,3,29,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,77
2018,Sierra Madre,Sierra Madre,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Signal Hill,Signal Hill,0,7,4,0,0,0,4,0,0,6,4,4,0,5,10,7,7,0,8,0,0,0,0,0,1,0,1,0,0,9,6,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
2018,Silver Lake,Los Angeles,1,4,1,2,0,0,28,0,0,4,5,7,5,9,6,8,13,8,15,0,0,0,0,0,1,0,1,0,0,6,8,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
2018,Skid Row,Los Angeles,1,4,1,522,13,1226,812,0,0,14,1,3,517,275,23,2,5,789,461,1,0,0,11,4,3,0,0,30,10,20,2,5,759,451,961,64,177,24,3,9,0,697,60,188,31,4,14,0,0,0,0,0,0,0,0,2092,1171,930,0,2101,4193
2018,South Central,Los Angeles,1,4,1,31,9,1088,114,0,0,13,19,51,74,62,21,31,93,113,104,1,1,2,2,1,2,1,7,4,2,19,30,86,109,102,268,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,282,0,0,282,758
2018,South El Monte,South El Monte,0,3,1,0,1,0,20,0,0,14,7,12,0,8,23,11,22,0,13,1,0,0,0,0,3,0,2,0,0,20,11,20,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
2018,South Gate,South Gate,0,7,1,0,3,0,75,0,0,11,15,14,18,54,18,24,26,27,91,1,0,1,0,1,2,1,2,1,2,16,23,24,26,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,261
2018,South Park,Los Angeles,1,6,2,82,22,30,221,0,0,27,25,116,75,110,44,41,212,114,184,2,1,5,2,2,5,2,16,4,4,39,39,196,110,180,39,23,71,25,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,155,0,0,155,972
2018,South Pasadena,South Pasadena,0,3,5,0,0,0,9,0,0,1,1,0,2,4,2,2,0,3,7,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
2018,South San Gabriel,South San Gabriel,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2018,South San Jose Hills,South San Jose Hills,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
2018,South Vermont,Los Angeles,1,6,2,30,2,36,94,1,2,17,21,40,1,13,28,34,73,2,22,1,1,2,0,0,3,1,6,0,0,24,33,68,1,21,136,0,0,5,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,254,141,8,0,149,403
2018,South Whittier,South Whittier,0,7,4,5,0,68,8,0,0,4,2,2,0,7,6,3,4,0,12,0,0,0,0,0,1,0,0,0,0,6,3,3,0,11,0,0,0,0,0,0,0,0,0,0,89,9,18,1,0,0,0,0,0,0,0,33,0,108,0,108,141
2018,Stevenson Ranch,Stevenson Ranch,0,2,5,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
2018,Studio City,Los Angeles,1,2,3,10,0,0,19,0,0,2,1,3,5,1,3,2,5,8,2,0,0,0,0,0,0,0,0,0,0,3,2,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
2018,Sun Valley,Los Angeles,1,2,5,18,12,252,96,0,0,26,59,106,13,34,42,96,194,20,57,2,2,4,0,1,5,4,15,1,1,37,92,179,19,56,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,505,0,32,0,32,537
2018,Sunland-Tujunga,Los Angeles,1,2,5,6,0,0,31,0,0,6,10,17,2,4,10,16,31,3,7,0,0,1,0,0,1,1,2,0,0,9,16,29,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98
2018,Sylmar,Los Angeles,1,2,5,38,3,0,53,2,5,42,34,102,5,14,68,55,187,8,23,3,1,4,0,0,8,2,15,0,1,60,53,172,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,399
2018,Tarzana,Los Angeles,1,2,3,9,0,0,22,0,0,2,2,11,0,6,3,3,20,0,10,0,0,0,0,0,0,0,2,0,0,3,3,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59
2018,Temple City,Temple City,0,3,5,1,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
2018,Topanga,Topanga,0,2,3,0,0,0,44,0,0,14,6,0,17,7,23,10,0,26,12,1,0,0,0,0,3,0,0,1,0,20,9,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,114
2018,Torrance,Torrance,0,8,4,4,0,0,37,0,0,40,20,16,1,5,65,33,29,2,8,2,1,1,0,0,7,1,2,0,0,57,31,27,1,8,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,173,0,14,0,14,187
2018,Unincorporated Antelope Valley,Unincorporated Antelope Valley,0,1,5,6,0,0,52,4,13,18,18,448,36,168,29,29,820,55,282,1,1,19,1,3,3,1,64,2,6,26,28,757,53,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,1280
2018,Unincorporated Catalina,Unincorporated Channel Islands,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Unincorporated Compton,Unincorporated Compton,0,6,2,25,0,0,7,1,5,29,16,57,1,4,47,26,104,2,7,2,0,2,0,0,5,1,8,0,0,42,25,96,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,198
2018,Unincorporated East Whittier,Unincorporated East Whittier,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2018,Unincorporated Whittier,Unincorporated Whittier,0,7,4,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
2018,Universal City,Universal City,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,University Park,Los Angeles,1,6,1,4,0,0,4,0,0,0,0,1,11,0,0,0,2,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
2018,US Department of Veterans Affairs West LA Campus,US Department of Veterans Affairs West LA Campus,0,5,3,0,0,124,15,0,0,12,12,6,0,13,19,20,11,0,22,1,0,0,0,0,2,1,1,0,0,17,19,10,0,21,175,10,30,10,0,0,0,87,0,0,2,0,0,0,0,0,0,0,0,0,0,87,215,89,0,304,391
2018,Valinda,Valinda,0,3,1,0,0,0,2,0,0,1,2,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
2018,Valley Village,Los Angeles,1,2,3,10,1,0,22,0,0,3,4,11,10,3,5,7,20,15,5,0,0,0,0,0,1,0,2,1,0,4,6,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,74
2018,Van Nuys,Los Angeles,1,2,3,103,16,0,127,0,0,12,19,48,16,51,19,31,88,24,85,1,1,2,0,1,2,1,7,1,2,17,30,81,23,84,0,0,0,0,0,0,0,52,0,0,4,0,0,0,0,0,0,0,0,0,0,375,0,56,0,56,431
